date,close,open,high,low,volume
2024-08-05,161.02,154.21,162.96,151.61,83149437.0
2024-08-06,161.93,161.71,165.08,158.54,59950830.0
2024-08-07,162.77,166.55,167.58,161.43,48408240.0
2024-08-08,165.8,165.17,166.69,162.55,44616206.0
2024-08-09,166.94,166.4,168.55,165.85,36401049.0
2024-08-12,166.8,168.14,168.55,166.11,30072800.0
2024-08-13,170.23,167.81,171.04,167.1,39237915.0
2024-08-14,170.1,172.11,172.28,168.86,28843804.0
2024-08-15,177.59,174.86,177.91,173.99,51698513.0
2024-08-16,177.06,177.04,178.34,176.26,31489200.0
2024-08-19,178.22,177.64,178.3,176.16,31129807.0
2024-08-20,178.88,177.92,179.01,177.43,26255204.0
2024-08-21,180.11,179.92,182.39,178.89,35599120.0
2024-08-22,176.13,181.38,181.47,175.68,32047500.0
2024-08-23,177.04,177.34,178.97,175.24,29150100.0
2024-08-26,175.5,176.7,177.47,174.3,22366236.0
2024-08-27,173.12,174.15,174.89,172.25,29842000.0
2024-08-28,170.8,173.69,173.69,168.92,29045025.0
2024-08-29,172.12,173.22,174.29,170.81,26407815.0
2024-08-30,178.5,172.78,178.9,172.6,43429400.0
2024-09-03,176.25,177.55,178.26,175.26,37817511.0
2024-09-04,173.33,174.48,175.98,172.54,30309225.0
2024-09-05,177.89,175.0,179.88,175.0,40170526.0
2024-09-06,171.39,177.24,178.38,171.16,41466537.0
2024-09-09,175.4,174.53,175.85,173.51,29037400.0
2024-09-10,179.55,177.49,180.5,176.79,36233800.0
2024-09-11,184.52,180.1,184.99,175.73,42564700.0
2024-09-12,187.0,184.8,187.41,183.54,33622500.0
2024-09-13,186.49,187.0,188.5,185.91,26495400.0
2024-09-16,184.89,185.29,185.81,183.36,26065500.0
2024-09-17,186.88,186.85,189.45,186.14,26091700.0
2024-09-18,186.43,186.45,188.8,185.06,34448130.0
2024-09-19,189.87,190.04,190.99,188.47,39543200.0
2024-09-20,191.6,190.23,191.84,187.41,100378600.0
2024-09-23,193.88,191.64,194.45,190.57,36993111.0
2024-09-24,193.96,194.27,195.37,190.13,43478926.0
2024-09-25,192.53,193.75,193.95,192.16,26391144.0
2024-09-26,191.16,194.31,194.53,189.54,36334900.0
2024-09-27,187.97,190.68,190.9,187.34,36002316.0
2024-09-30,186.33,187.14,188.49,184.65,41680400.0
2024-10-01,185.13,184.9,186.19,183.45,36044906.0
2024-10-02,184.76,184.44,186.6,184.04,23704100.0
2024-10-03,181.96,183.05,183.44,180.88,30204302.0
2024-10-04,186.51,185.75,187.6,183.6,41079011.0
2024-10-07,180.8,182.95,183.6,180.25,42364201.0
2024-10-08,182.72,181.92,183.09,180.92,26372100.0
2024-10-09,185.17,182.82,185.85,182.05,26343117.0
2024-10-10,186.65,187.13,188.13,185.83,27785043.0
2024-10-11,188.82,186.63,189.93,186.3,25751600.0
2024-10-14,187.54,189.78,189.83,187.36,22614407.0
2024-10-15,187.69,187.63,188.41,184.58,32178925.0
2024-10-16,186.89,187.05,187.78,185.61,23456812.0
2024-10-17,187.53,188.22,188.94,186.0,25039414.0
2024-10-18,188.99,187.15,190.74,186.28,37417700.0
2024-10-21,189.07,188.05,189.46,186.4,24639400.0
2024-10-22,189.7,188.35,191.52,186.98,29650600.0
2024-10-23,184.71,188.85,189.16,183.69,31937100.0
2024-10-24,186.38,185.25,187.11,183.86,21647400.0
2024-10-25,187.83,187.85,190.45,187.53,29362100.0
2024-10-28,188.39,189.57,190.21,188.21,27930836.0
2024-10-29,190.83,188.58,191.46,187.82,35690200.0
2024-10-30,192.73,194.7,195.61,192.42,37707600.0
2024-10-31,186.4,190.51,190.6,185.23,75146800.0
2024-11-01,197.93,199.0,200.5,197.02,99687847.0
2024-11-04,195.78,196.45,197.33,194.31,38492100.0
2024-11-05,199.5,196.04,199.82,195.99,30564800.0
2024-11-06,207.09,200.01,207.55,199.14,72292200.0
2024-11-07,210.05,207.44,212.25,207.19,52878400.0
2024-11-08,208.18,209.72,209.96,207.44,36075846.0
2024-11-11,206.84,208.5,209.65,205.59,35456012.0
2024-11-12,208.91,208.37,209.54,206.01,38942918.0
2024-11-13,214.1,209.4,215.09,209.14,46212943.0
2024-11-14,211.48,214.16,215.9,210.88,42620309.0
2024-11-15,202.61,206.76,207.34,199.61,86591144.0
2024-11-18,201.7,204.15,204.67,200.95,36512500.0
2024-11-19,204.61,199.33,205.3,198.78,31197900.0
2024-11-20,202.88,202.98,203.13,199.45,32769000.0
2024-11-21,198.38,203.49,203.49,195.75,58800042.0
2024-11-22,197.12,198.25,199.26,196.75,31530844.0
2024-11-25,201.45,199.28,201.95,199.0,40685700.0
2024-11-26,207.86,201.9,208.0,201.79,41673737.0
2024-11-27,205.74,206.98,207.64,205.05,28061638.0
2024-11-29,207.89,205.83,208.2,204.59,24892447.0
2024-12-02,210.71,209.96,212.99,209.51,39523200.0
2024-12-03,213.44,210.31,214.02,209.65,32214828.0
2024-12-04,218.16,215.96,220.0,215.75,48745716.0
2024-12-05,220.55,218.03,222.15,217.3,41140220.0
2024-12-06,227.03,220.75,227.15,220.6,44178100.0
2024-12-09,226.09,227.21,230.08,225.67,46819400.0
2024-12-10,225.04,226.09,229.06,224.2,31199900.0
2024-12-11,230.26,226.41,231.2,226.26,35385800.0
2024-12-12,228.97,229.83,231.09,227.63,28204100.0
2024-12-13,227.46,228.4,230.2,225.86,28768100.0
2024-12-16,232.93,230.23,233.0,228.01,37552100.0
2024-12-17,231.15,232.39,232.73,227.85,35948131.0
2024-12-18,220.52,230.77,231.4,220.11,43281443.0
2024-12-19,223.29,224.91,226.09,222.92,39918739.0
2024-12-20,224.92,219.84,226.21,218.73,88279200.0
2024-12-23,225.06,225.01,226.88,223.9,28070007.0
2024-12-24,229.05,226.94,229.14,226.13,15007500.0
2024-12-26,227.05,228.5,228.5,226.67,16174500.0
2024-12-27,223.75,225.6,226.03,220.9,27367147.0
2024-12-30,221.3,220.06,223.0,218.43,28321240.0
2024-12-31,219.39,222.97,223.23,218.94,24819700.0
2025-01-02,220.22,222.03,225.15,218.19,33956600.0
2025-01-03,224.19,222.51,225.36,221.62,27515606.0
2025-01-06,227.61,226.78,228.84,224.84,31849831.0
2025-01-07,222.11,227.9,228.38,221.46,28084200.0
2025-01-08,222.13,223.19,223.52,220.2,25033300.0
2025-01-10,218.94,221.46,221.71,216.5,36811525.0
2025-01-13,218.46,218.06,219.4,216.47,27262700.0
2025-01-14,217.76,220.44,221.82,216.2,24711700.0
2025-01-15,223.35,222.83,223.57,220.75,31291300.0
2025-01-16,220.66,224.42,224.65,220.31,24757300.0
2025-01-17,225.94,225.84,226.51,223.08,42370123.0
2025-01-21,230.71,228.9,231.78,226.94,39951500.0
2025-01-22,235.01,232.02,235.44,231.19,41448217.0
2025-01-23,235.42,234.1,235.52,231.51,26404400.0
2025-01-24,234.85,234.5,236.4,232.93,25890738.0
2025-01-27,235.42,226.21,235.61,225.86,49428332.0
2025-01-28,238.15,234.29,241.77,233.98,41587200.0
2025-01-29,237.07,239.02,240.39,236.15,26091716.0
2025-01-30,234.64,237.14,237.95,232.22,32020728.0
2025-01-31,237.68,236.5,240.29,236.41,36162400.0
2025-02-03,237.42,234.06,239.25,232.9,37285900.0
2025-02-04,242.06,239.01,242.52,238.03,29713812.0
2025-02-05,236.17,237.02,238.32,235.2,38832042.0
2025-02-06,238.83,238.01,239.66,236.01,60897100.0
2025-02-07,229.15,232.5,234.81,228.06,78075433.0
2025-02-10,233.14,230.55,233.92,229.2,35419926.0
2025-02-11,232.76,231.92,233.44,230.13,23713726.0
2025-02-12,228.93,230.46,231.18,228.16,32285249.0
2025-02-13,230.37,228.85,230.42,227.52,31346512.0
2025-02-14,228.68,229.2,229.89,227.23,27031100.0
2025-02-18,226.65,228.82,229.3,223.72,42975133.0
2025-02-19,226.63,225.52,226.83,223.71,28566709.0
2025-02-20,222.88,224.78,225.13,221.81,30001700.0
2025-02-21,216.58,223.28,223.31,214.74,55323900.0
2025-02-24,212.71,217.45,217.72,212.42,42387600.0
2025-02-25,212.8,211.63,213.34,204.16,58958000.0
2025-02-26,214.35,214.94,218.16,213.09,39120603.0
2025-02-27,208.74,218.35,219.97,208.37,40548600.0
2025-02-28,212.28,208.65,212.62,206.99,51771737.0
2025-03-03,205.02,213.35,214.01,202.55,42948447.0
2025-03-04,203.8,200.11,206.8,197.43,60853100.0
2025-03-05,208.36,204.8,209.98,203.26,38610100.0
2025-03-06,200.7,204.4,205.77,198.3,49863800.0
2025-03-07,199.25,199.49,202.27,192.53,59802821.0
2025-03-10,194.54,195.6,196.73,190.85,62350926.0
2025-03-11,196.59,193.9,200.18,193.4,54002900.0
2025-03-12,198.89,200.72,201.52,195.29,43679300.0
2025-03-13,193.89,198.17,198.88,191.82,41270800.0
2025-03-14,197.95,197.41,198.65,195.32,38096700.0
2025-03-17,195.74,198.77,199.0,194.32,47341800.0
2025-03-18,192.82,192.52,194.0,189.38,40414900.0
2025-03-19,195.54,193.38,195.97,191.96,39442900.0
2025-03-20,194.95,193.07,199.32,192.3,38921113.0
2025-03-21,196.21,192.9,196.99,192.52,60056917.0
2025-03-24,203.26,200.0,203.64,199.95,41625400.0
2025-03-25,205.71,203.6,206.21,203.22,31171200.0
2025-03-26,201.13,205.84,206.01,199.93,32991000.0
2025-03-27,201.36,200.89,203.79,199.28,27317700.0
2025-03-28,192.72,198.42,199.26,191.88,52548226.0
2025-03-31,190.26,188.19,191.33,184.4,63547600.0
2025-04-01,192.17,187.86,193.93,187.2,41267315.0
2025-04-02,196.01,187.66,198.34,187.66,53679200.0
2025-04-03,178.41,183.0,184.13,176.92,95553617.0
2025-04-04,171.0,167.15,178.14,166.0,123159400.0
2025-04-07,175.26,162.0,183.41,161.38,109327115.0
2025-04-08,170.66,185.23,185.9,168.57,87710400.0
2025-04-09,191.1,172.12,192.65,169.93,116804328.0
2025-04-10,181.22,185.44,186.87,175.85,68302045.0
2025-04-11,184.87,179.93,185.86,178.0,50594339.0
2025-04-14,182.12,186.84,187.44,179.23,48002540.0
2025-04-15,179.59,181.41,182.35,177.93,43642000.0
2025-04-16,174.33,176.29,179.1,171.41,51875316.0
2025-04-17,172.61,176.0,176.21,172.0,44726453.0
2025-04-21,167.32,169.6,169.6,165.29,48126111.0
2025-04-22,173.18,169.85,176.78,169.35,56607202.0
2025-04-23,180.6,183.45,187.38,180.19,63470149.0
2025-04-24,186.54,180.92,186.74,180.18,43763200.0
2025-04-25,188.99,187.62,189.94,185.49,36414330.0
2025-04-28,187.7,190.11,190.22,184.89,33224732.0
2025-04-29,187.39,183.99,188.02,183.68,41667300.0
2025-04-30,184.42,182.17,185.05,178.85,55176543.0
2025-05-01,190.2,190.63,191.81,187.5,74266000.0
2025-05-02,189.98,191.44,192.88,186.4,77903500.0
2025-05-05,186.35,186.51,188.18,185.53,35217500.0
2025-05-06,185.01,184.57,187.93,183.85,29314100.0
2025-05-07,188.71,185.56,190.99,185.01,44002926.0
2025-05-08,192.08,191.43,194.33,188.82,41043620.0
2025-05-09,193.06,193.38,194.69,191.16,29663143.0
2025-05-12,208.64,210.71,211.66,205.75,75205042.0
2025-05-13,211.37,211.08,214.84,210.1,56193700.0
2025-05-14,210.25,211.45,211.93,208.85,38492128.0
2025-05-15,205.17,206.45,206.88,202.67,64347317.0
2025-05-16,205.59,206.85,206.85,204.37,43318500.0
2025-05-19,206.16,201.65,206.62,201.26,34314810.0
2025-05-20,204.07,204.63,205.59,202.65,29470400.0
2025-05-21,201.12,201.61,203.46,200.06,42460924.0
2025-05-22,203.1,201.38,205.76,200.16,38938900.0
2025-05-23,200.99,198.9,202.37,197.85,33393545.0
2025-05-27,206.02,203.09,206.69,202.19,34892044.0
2025-05-28,204.72,205.92,207.66,204.41,28549800.0
2025-05-29,205.7,208.03,208.81,204.23,34700005.0
2025-05-30,205.01,204.84,205.99,201.7,51679406.0
2025-06-02,206.65,204.98,207.0,202.68,29113319.0
2025-06-03,205.71,207.11,208.95,205.03,33139121.0
2025-06-04,207.23,206.55,208.18,205.18,29915600.0
2025-06-05,207.91,209.55,212.81,207.56,51979243.0
2025-06-06,213.57,212.4,213.87,210.5,39832500.0
2025-06-09,216.98,214.75,217.85,212.88,38102502.0
2025-06-10,217.61,216.78,217.69,214.15,31303317.0
2025-06-11,213.2,217.41,218.4,212.89,39326000.0
2025-06-12,213.24,211.78,213.58,211.33,27640000.0
2025-06-13,212.1,209.96,214.05,209.62,29337800.0
2025-06-16,216.1,212.31,217.06,211.6,33284200.0
2025-06-17,214.82,215.2,217.41,214.56,32086300.0
2025-06-18,212.52,215.09,217.96,212.34,44360509.0
2025-06-20,209.69,214.68,214.89,208.27,75350733.0
2025-06-23,208.47,209.79,210.39,207.31,37311725.0
2025-06-24,212.77,212.14,214.34,211.05,38378800.0
2025-06-25,211.99,214.62,216.03,211.11,31755700.0
2025-06-26,217.12,213.12,218.04,212.01,50480814.0
2025-06-27,223.3,219.92,223.3,216.74,119217138.0
2025-06-30,219.39,223.52,223.82,219.12,58887800.0
2025-07-01,220.46,219.5,221.88,217.93,39256830.0
2025-07-02,219.92,219.73,221.6,219.06,30894200.0
2025-07-03,223.41,221.82,224.01,221.36,29632400.0
2025-07-07,223.47,223.0,224.29,222.37,36604139.0
2025-07-08,219.36,223.92,224.0,218.43,45692000.0
2025-07-09,222.54,221.07,224.29,220.47,38155121.0
2025-07-10,222.26,221.55,222.79,219.7,30370600.0
2025-07-11,225.02,223.58,226.68,222.37,50518307.0
2025-07-14,225.69,225.07,226.66,224.24,35702600.0
2025-07-15,226.35,226.2,227.27,225.46,34907300.0
2025-07-16,223.19,225.88,226.1,222.18,39535926.0
2025-07-17,223.88,223.32,224.5,222.51,31855831.0
2025-07-18,226.13,225.14,226.4,222.98,37833807.0
2025-07-21,229.3,225.84,229.69,225.65,40297600.0
2025-07-22,227.47,229.68,230.0,226.35,37483702.0
2025-07-23,228.29,228.47,228.79,227.09,28294900.0
2025-07-24,232.23,229.17,236.0,228.64,42902300.0
2025-07-25,231.44,232.22,232.48,231.18,28712100.0
2025-07-28,232.79,233.35,234.29,232.25,26300138.0
2025-07-29,231.01,234.15,234.72,230.31,33716220.0
2025-07-30,230.19,231.64,231.8,229.29,32993300.0
2025-07-31,234.11,235.77,236.53,231.4,104357300.0
2025-08-01,214.75,217.21,220.44,212.8,122258801.0
